,ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response
1887,5113.0,1971.0,PhD,Divorced,86979.0,0.0,0.0,7/11/20,67.0,584.0,100.0,835.0,65.0,83.0,35.0,1.0,5.0,5.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1888,10858.0,1975.0,Graduation,Together,76532.0,1.0,1.0,9/9/20,38.0,355.0,30.0,177.0,90.0,138.0,30.0,4.0,9.0,5.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1889,2961.0,1982.0,Graduation,Married,42081.0,1.0,0.0,26/2/20,86.0,175.0,10.0,110.0,54.0,6.0,27.0,2.0,6.0,3.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1890,2747.0,1988.0,PhD,Married,67546.0,0.0,0.0,31/8/19,90.0,864.0,134.0,768.0,150.0,38.0,172.0,1.0,4.0,10.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1891,3010.0,1989.0,Master,Together,88420.0,0.0,0.0,2/5/21,87.0,957.0,153.0,612.0,99.0,95.0,153.0,1.0,4.0,7.0,8.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1892,5790.0,1985.0,Graduation,Married,31158.0,1.0,0.0,27/1/20,62.0,25.0,6.0,16.0,20.0,0.0,5.0,2.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1893,6892.0,1968.0,Graduation,Divorced,61671.0,0.0,1.0,3/6/21,23.0,641.0,7.0,56.0,0.0,0.0,28.0,8.0,10.0,4.0,6.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1894,1743.0,1974.0,Graduation,Single,69719.0,0.0,0.0,26/5/21,99.0,273.0,86.0,208.0,177.0,14.0,43.0,1.0,2.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1895,3578.0,1949.0,Graduation,Divorced,49160.0,0.0,1.0,20/10/20,29.0,122.0,21.0,43.0,25.0,10.0,15.0,2.0,3.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1896,8462.0,1978.0,Basic,Together,24882.0,1.0,0.0,9/9/19,52.0,1.0,4.0,10.0,29.0,0.0,36.0,1.0,1.0,1.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1897,5558.0,1954.0,PhD,Single,90933.0,0.0,0.0,31/3/21,90.0,1020.0,31.0,430.0,62.0,63.0,79.0,1.0,4.0,6.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1898,4619.0,1945.0,PhD,Single,113734.0,0.0,0.0,28/5/21,9.0,6.0,2.0,3.0,1.0,262.0,3.0,0.0,27.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1899,8780.0,1950.0,PhD,Together,59292.0,0.0,1.0,13/6/20,71.0,378.0,14.0,68.0,19.0,14.0,14.0,2.0,3.0,5.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1900,10789.0,1964.0,PhD,Married,45759.0,1.0,1.0,23/2/20,13.0,42.0,1.0,18.0,3.0,0.0,4.0,2.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1901,10779.0,1983.0,Graduation,Single,22148.0,0.0,0.0,13/4/21,16.0,15.0,5.0,14.0,0.0,4.0,11.0,1.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1902,5896.0,1987.0,Master,Married,73395.0,0.0,0.0,18/3/21,94.0,272.0,7.0,80.0,20.0,7.0,11.0,1.0,4.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1903,2337.0,1971.0,Graduation,Divorced,29819.0,1.0,0.0,24/10/20,77.0,9.0,1.0,24.0,2.0,1.0,2.0,3.0,3.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1904,10951.0,1968.0,Graduation,Married,45688.0,0.0,1.0,25/1/21,20.0,279.0,0.0,18.0,0.0,0.0,9.0,2.0,3.0,1.0,8.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1905,544.0,1954.0,Graduation,Married,62820.0,0.0,0.0,11/5/20,51.0,398.0,61.0,265.0,138.0,61.0,53.0,1.0,3.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1906,17.0,1971.0,PhD,Married,60491.0,0.0,1.0,6/9/20,81.0,637.0,47.0,237.0,12.0,19.0,76.0,4.0,6.0,11.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1907,10680.0,1986.0,Graduation,Together,33235.0,1.0,0.0,5/2/21,71.0,45.0,0.0,16.0,2.0,1.0,6.0,1.0,3.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1908,3265.0,1959.0,Graduation,Married,35701.0,0.0,0.0,19/3/20,36.0,21.0,1.0,9.0,7.0,3.0,5.0,1.0,1.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1909,5623.0,1980.0,Master,Married,31535.0,1.0,0.0,26/9/20,95.0,15.0,4.0,13.0,0.0,0.0,19.0,1.0,1.0,1.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1910,5832.0,1960.0,2n Cycle,Together,92556.0,0.0,0.0,20/4/21,32.0,493.0,183.0,352.0,184.0,23.0,28.0,0.0,3.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1911,5544.0,1970.0,Graduation,Single,67384.0,0.0,1.0,10/11/19,32.0,957.0,40.0,175.0,158.0,53.0,107.0,2.0,7.0,8.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1912,6417.0,1971.0,Master,Together,80573.0,0.0,0.0,14/10/19,85.0,829.0,138.0,430.0,60.0,92.0,15.0,1.0,4.0,6.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1913,5831.0,1967.0,Graduation,Married,77870.0,0.0,1.0,22/8/19,93.0,1017.0,50.0,500.0,65.0,50.0,133.0,3.0,5.0,5.0,5.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1914,7101.0,1963.0,PhD,Widow,52278.0,0.0,1.0,25/1/20,24.0,953.0,0.0,71.0,0.0,0.0,174.0,6.0,10.0,5.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1915,10176.0,1968.0,Graduation,Single,57107.0,0.0,1.0,24/8/19,44.0,159.0,0.0,120.0,0.0,0.0,137.0,7.0,4.0,4.0,8.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1916,2326.0,1990.0,Graduation,Married,18929.0,0.0,0.0,16/2/20,15.0,32.0,0.0,8.0,23.0,4.0,18.0,1.0,1.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1917,4385.0,1981.0,PhD,Single,36038.0,1.0,0.0,31/5/20,82.0,23.0,0.0,15.0,0.0,2.0,7.0,2.0,3.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1918,2929.0,1976.0,Graduation,Single,20180.0,0.0,0.0,20/2/20,27.0,18.0,42.0,24.0,15.0,20.0,18.0,1.0,2.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1919,10686.0,1965.0,PhD,Together,34230.0,1.0,1.0,26/12/19,72.0,15.0,0.0,4.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1920,2546.0,1977.0,2n Cycle,Single,31878.0,0.0,1.0,22/6/21,7.0,23.0,4.0,5.0,10.0,5.0,23.0,1.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1921,3283.0,1972.0,2n Cycle,Married,70932.0,0.0,1.0,19/1/21,57.0,200.0,193.0,100.0,46.0,185.0,185.0,2.0,6.0,2.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1922,3138.0,1956.0,Graduation,Single,91249.0,0.0,0.0,20/10/19,84.0,1324.0,27.0,119.0,71.0,108.0,27.0,0.0,7.0,9.0,6.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
1923,4994.0,1943.0,Master,Single,77598.0,0.0,0.0,1/10/20,53.0,1193.0,33.0,281.0,129.0,66.0,33.0,1.0,7.0,5.0,13.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1924,7966.0,1959.0,Graduation,Single,80982.0,1.0,1.0,8/1/20,48.0,505.0,137.0,401.0,104.0,22.0,22.0,3.0,11.0,5.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1925,3112.0,1977.0,Master,Married,22701.0,1.0,0.0,5/9/20,2.0,2.0,4.0,9.0,0.0,4.0,5.0,1.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1926,10872.0,1969.0,PhD,Married,55212.0,0.0,1.0,23/11/19,65.0,1103.0,0.0,45.0,0.0,0.0,34.0,3.0,4.0,2.0,11.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1927,2181.0,1970.0,Graduation,Married,70617.0,0.0,0.0,23/6/20,45.0,353.0,61.0,753.0,40.0,46.0,27.0,1.0,3.0,3.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1928,1867.0,1957.0,Graduation,Single,64849.0,0.0,0.0,13/11/19,42.0,652.0,48.0,350.0,94.0,84.0,108.0,1.0,9.0,3.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1929,1518.0,1965.0,Master,Married,62694.0,1.0,1.0,17/6/20,29.0,379.0,6.0,157.0,25.0,91.0,91.0,5.0,9.0,3.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1930,5734.0,1974.0,PhD,Married,61917.0,1.0,1.0,20/11/20,83.0,46.0,4.0,36.0,2.0,2.0,1.0,1.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1931,2878.0,1947.0,PhD,Married,67472.0,0.0,1.0,28/9/20,93.0,162.0,31.0,127.0,8.0,17.0,69.0,2.0,4.0,2.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1932,1458.0,1982.0,Master,Married,21059.0,1.0,0.0,7/1/21,40.0,8.0,3.0,19.0,3.0,3.0,8.0,3.0,3.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1933,7007.0,1968.0,Master,Married,29543.0,2.0,0.0,1/4/21,47.0,17.0,3.0,18.0,3.0,4.0,18.0,2.0,3.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1934,6200.0,1951.0,Graduation,Married,75903.0,0.0,1.0,8/4/20,50.0,340.0,108.0,185.0,130.0,38.0,100.0,2.0,6.0,6.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1935,1403.0,1975.0,2n Cycle,Together,34984.0,1.0,1.0,6/9/19,40.0,8.0,4.0,15.0,3.0,5.0,3.0,2.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1936,4827.0,1956.0,PhD,Single,54998.0,0.0,1.0,10/3/20,3.0,154.0,22.0,202.0,39.0,30.0,8.0,5.0,4.0,2.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1937,6250.0,1949.0,PhD,Widow,54356.0,0.0,1.0,19/11/19,62.0,710.0,15.0,30.0,20.0,0.0,0.0,3.0,11.0,2.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1938,9291.0,1959.0,Master,Married,34242.0,0.0,1.0,23/3/21,25.0,8.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1939,2478.0,1973.0,Graduation,Married,25410.0,1.0,0.0,31/8/20,48.0,2.0,2.0,4.0,13.0,13.0,4.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1940,1139.0,1984.0,PhD,Married,73356.0,0.0,0.0,6/2/21,56.0,1050.0,14.0,322.0,0.0,14.0,112.0,1.0,5.0,11.0,5.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1941,5138.0,1950.0,Graduation,Together,28320.0,0.0,1.0,14/1/20,68.0,19.0,1.0,14.0,3.0,2.0,4.0,1.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1942,5393.0,1977.0,Graduation,Single,23763.0,1.0,0.0,7/8/19,64.0,22.0,0.0,6.0,6.0,2.0,6.0,1.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1943,10413.0,1984.0,Graduation,Married,72570.0,0.0,0.0,25/4/21,67.0,274.0,83.0,216.0,151.0,141.0,224.0,1.0,4.0,6.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1944,5015.0,1976.0,Master,Married,34529.0,1.0,0.0,14/9/19,94.0,68.0,6.0,38.0,3.0,6.0,41.0,2.0,2.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1945,10868.0,1951.0,Graduation,Widow,70792.0,0.0,0.0,6/2/20,82.0,344.0,45.0,654.0,104.0,11.0,114.0,2.0,3.0,4.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1946,10676.0,1982.0,Graduation,Married,63211.0,0.0,0.0,2/11/19,3.0,145.0,193.0,459.0,205.0,26.0,145.0,2.0,3.0,8.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1947,2495.0,1974.0,Master,Married,83891.0,0.0,1.0,20/6/21,24.0,217.0,38.0,350.0,111.0,85.0,15.0,1.0,4.0,7.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1948,7842.0,1968.0,Graduation,Single,36065.0,1.0,1.0,31/3/20,54.0,18.0,7.0,34.0,10.0,2.0,3.0,3.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1949,9955.0,1954.0,Graduation,Together,39898.0,0.0,1.0,12/2/20,20.0,69.0,8.0,26.0,12.0,7.0,12.0,2.0,3.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1950,6663.0,1940.0,PhD,Single,51141.0,0.0,0.0,8/7/20,96.0,144.0,0.0,7.0,0.0,0.0,6.0,1.0,3.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1951,2162.0,1976.0,Graduation,Married,56939.0,0.0,1.0,18/9/20,19.0,256.0,34.0,103.0,90.0,29.0,49.0,2.0,3.0,3.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1952,3434.0,1951.0,Graduation,Single,80872.0,0.0,0.0,12/5/21,60.0,483.0,72.0,567.0,94.0,12.0,108.0,1.0,4.0,4.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1953,7919.0,1976.0,PhD,Together,72335.0,0.0,0.0,13/8/19,2.0,1285.0,105.0,653.0,28.0,21.0,0.0,1.0,10.0,4.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1954,5626.0,1964.0,PhD,Single,61798.0,0.0,0.0,23/11/20,13.0,338.0,4.0,89.0,11.0,8.0,13.0,1.0,4.0,2.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1955,6428.0,1950.0,PhD,Widow,76842.0,0.0,0.0,3/5/21,37.0,605.0,10.0,345.0,84.0,54.0,32.0,1.0,1.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1956,8514.0,1976.0,Graduation,Together,29478.0,1.0,0.0,17/1/21,59.0,8.0,0.0,7.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1957,10448.0,1956.0,Graduation,Single,46998.0,0.0,1.0,22/10/19,55.0,172.0,41.0,86.0,45.0,6.0,27.0,5.0,5.0,3.0,5.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1958,2109.0,1990.0,Graduation,Single,96843.0,0.0,0.0,23/4/20,60.0,448.0,71.0,951.0,40.0,17.0,17.0,1.0,6.0,11.0,10.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1959,7530.0,1950.0,PhD,Widow,56551.0,1.0,1.0,7/5/21,48.0,67.0,4.0,32.0,17.0,2.0,16.0,3.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1960,8925.0,1965.0,Master,Married,70053.0,0.0,1.0,3/7/20,38.0,512.0,53.0,98.0,81.0,179.0,89.0,3.0,8.0,5.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1961,3009.0,1962.0,PhD,Widow,71670.0,0.0,0.0,9/7/20,8.0,1462.0,16.0,128.0,0.0,0.0,160.0,1.0,5.0,3.0,6.0,6.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1962,6355.0,1978.0,Graduation,Married,44359.0,1.0,1.0,17/6/21,19.0,20.0,0.0,14.0,7.0,3.0,1.0,3.0,2.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963,3517.0,1952.0,Graduation,Single,40887.0,1.0,1.0,6/5/20,32.0,50.0,4.0,44.0,10.0,10.0,43.0,3.0,3.0,1.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1964,1158.0,1966.0,Graduation,Divorced,48877.0,0.0,1.0,5/1/21,27.0,102.0,1.0,15.0,2.0,0.0,24.0,1.0,3.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1965,6203.0,1947.0,Graduation,Together,74485.0,0.0,0.0,24/8/20,58.0,499.0,149.0,815.0,173.0,49.0,49.0,1.0,6.0,7.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1966,7165.0,1972.0,Graduation,Together,64474.0,0.0,1.0,22/10/20,59.0,381.0,35.0,172.0,56.0,86.0,93.0,2.0,8.0,2.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1967,3595.0,1963.0,Graduation,Together,77226.0,0.0,1.0,28/2/21,29.0,631.0,43.0,239.0,128.0,76.0,21.0,2.0,6.0,8.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1968,8537.0,1949.0,Graduation,Widow,72643.0,0.0,0.0,27/2/20,60.0,526.0,80.0,553.0,123.0,94.0,53.0,1.0,3.0,10.0,7.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1969,4331.0,1978.0,Master,Together,85738.0,0.0,0.0,23/1/21,41.0,913.0,26.0,376.0,17.0,26.0,13.0,1.0,3.0,6.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1970,6281.0,1966.0,Graduation,Divorced,55686.0,0.0,1.0,14/2/20,27.0,673.0,0.0,199.0,37.0,47.0,26.0,2.0,6.0,3.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1971,4338.0,1983.0,Graduation,Single,39062.0,1.0,0.0,25/3/21,28.0,23.0,0.0,9.0,0.0,0.0,12.0,1.0,1.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1972,2452.0,1971.0,Graduation,Together,34600.0,1.0,1.0,1/1/20,8.0,199.0,33.0,60.0,8.0,3.0,15.0,5.0,5.0,2.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1973,9507.0,1975.0,Graduation,Married,40794.0,0.0,1.0,7/4/20,18.0,261.0,23.0,73.0,4.0,23.0,50.0,2.0,6.0,3.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1974,8360.0,1971.0,2n Cycle,Married,54690.0,1.0,1.0,7/11/20,76.0,111.0,16.0,37.0,7.0,9.0,18.0,3.0,3.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1975,10311.0,1969.0,Graduation,Married,4428.0,0.0,1.0,5/10/20,0.0,16.0,4.0,12.0,2.0,4.0,321.0,0.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1976,5117.0,1963.0,2n Cycle,Married,32632.0,0.0,0.0,2/8/19,32.0,63.0,151.0,137.0,153.0,19.0,53.0,2.0,4.0,4.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1977,4867.0,1968.0,PhD,Single,38236.0,1.0,1.0,20/9/20,2.0,58.0,0.0,18.0,2.0,0.0,10.0,4.0,3.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1978,9289.0,1979.0,Graduation,Married,36781.0,1.0,0.0,10/4/21,16.0,29.0,1.0,17.0,0.0,3.0,13.0,1.0,2.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1979,10913.0,1984.0,Master,Single,31385.0,1.0,0.0,5/12/19,56.0,3.0,2.0,12.0,0.0,1.0,9.0,1.0,1.0,0.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1980,3032.0,1984.0,Graduation,Married,24570.0,1.0,0.0,27/2/20,97.0,28.0,34.0,62.0,11.0,14.0,44.0,3.0,4.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1981,8524.0,1974.0,PhD,Divorced,25509.0,1.0,0.0,18/9/19,15.0,40.0,3.0,30.0,10.0,7.0,11.0,3.0,3.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1982,3334.0,1951.0,Graduation,Married,94642.0,0.0,0.0,12/2/21,35.0,879.0,143.0,797.0,106.0,143.0,143.0,0.0,5.0,7.0,9.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1983,4470.0,1962.0,Master,Married,58646.0,0.0,1.0,10/6/20,3.0,62.0,1.0,44.0,6.0,5.0,22.0,1.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,1406.0,1975.0,Graduation,Single,53201.0,1.0,1.0,12/2/20,49.0,280.0,7.0,81.0,20.0,0.0,27.0,8.0,6.0,3.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1985,8619.0,1957.0,Graduation,Together,21994.0,0.0,1.0,24/12/19,4.0,9.0,0.0,6.0,3.0,1.0,3.0,1.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1986,10821.0,1978.0,Graduation,Married,57113.0,1.0,1.0,6/2/20,45.0,182.0,4.0,33.0,0.0,2.0,42.0,6.0,4.0,1.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987,4552.0,1991.0,Graduation,Married,51373.0,0.0,0.0,22/6/20,37.0,83.0,2.0,101.0,64.0,26.0,117.0,1.0,3.0,5.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,898.0,1986.0,Graduation,Married,23477.0,1.0,0.0,21/10/20,39.0,38.0,15.0,54.0,3.0,8.0,29.0,3.0,3.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989,9797.0,1956.0,Graduation,Married,58116.0,0.0,1.0,13/4/21,38.0,228.0,19.0,130.0,4.0,11.0,51.0,2.0,3.0,3.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,10949.0,1963.0,PhD,Divorced,72968.0,0.0,0.0,16/12/20,8.0,1092.0,37.0,592.0,145.0,37.0,55.0,1.0,5.0,5.0,8.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1991,8212.0,1971.0,Master,Married,39791.0,0.0,1.0,28/3/20,89.0,85.0,15.0,27.0,13.0,13.0,21.0,2.0,3.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,6248.0,1947.0,Master,Single,91712.0,0.0,0.0,17/10/20,47.0,1276.0,24.0,746.0,94.0,29.0,48.0,0.0,9.0,7.0,11.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1993,10164.0,1958.0,Graduation,Single,94472.0,0.0,1.0,3/4/21,75.0,1017.0,33.0,417.0,108.0,100.0,16.0,1.0,5.0,5.0,5.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1994,4547.0,1960.0,Graduation,Together,13672.0,1.0,1.0,17/4/20,86.0,6.0,2.0,9.0,2.0,1.0,5.0,2.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,6815.0,1980.0,2n Cycle,Married,96547.0,0.0,0.0,23/5/21,4.0,448.0,21.0,125.0,52.0,101.0,62.0,0.0,7.0,6.0,8.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1996,4122.0,1975.0,Graduation,Married,79205.0,0.0,0.0,29/8/19,73.0,504.0,23.0,117.0,179.0,28.0,44.0,1.0,6.0,5.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1997,10841.0,1975.0,PhD,Together,56559.0,0.0,1.0,25/12/19,46.0,226.0,22.0,133.0,41.0,31.0,31.0,3.0,4.0,3.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,5370.0,1973.0,PhD,Married,32644.0,1.0,0.0,16/1/20,38.0,239.0,3.0,141.0,0.0,7.0,23.0,4.0,7.0,1.0,6.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,176.0,1980.0,2n Cycle,Single,67506.0,0.0,1.0,2/1/21,73.0,90.0,38.0,67.0,33.0,36.0,67.0,1.0,4.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,4860.0,1970.0,Graduation,Single,24206.0,1.0,0.0,8/3/20,66.0,7.0,2.0,8.0,3.0,2.0,3.0,1.0,1.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,10757.0,1967.0,PhD,Divorced,28420.0,1.0,0.0,24/12/20,36.0,4.0,2.0,5.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,4023.0,1970.0,Graduation,Married,22979.0,1.0,0.0,6/9/19,29.0,16.0,17.0,19.0,20.0,21.0,22.0,3.0,3.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2003,6679.0,1966.0,Graduation,Single,33279.0,0.0,0.0,12/6/21,29.0,10.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,9923.0,1972.0,Master,Single,46423.0,1.0,1.0,18/9/20,6.0,68.0,0.0,16.0,0.0,0.0,8.0,3.0,2.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005,7181.0,1977.0,Graduation,Married,30368.0,0.0,1.0,7/11/20,97.0,35.0,0.0,13.0,2.0,0.0,2.0,2.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
